"user","name","party","blok","variable","value"
"PeterJuelJensen","Peter Juel Jensen","V","blue","likes_curmonth",NA
"Sten_Knuth","Stén Knuth, Idrætsordfører Venstre","V","blue","likes_curmonth",9
"ThDanielsen","Thomas Danielsen","V","blue","likes_curmonth",88
"Torstenschack","Torsten Schack","V","blue","likes_curmonth",254
"troelslundp","Troels Lund Poulsen","V","blue","likes_curmonth",NA
"Ulla_Tornaes","Ulla Tørnæs","V","blue","likes_curmonth",NA
"larsloekke","Lars Løkke Rasmussen","MF","blue","likes_curmonth",2068
"SorenPape","Søren Pape Poulsen","C","blue","likes_mean_curmonth",676
"metteabildgaard","Mette Abildgaard","C","blue","likes_mean_curmonth",61.875
"RasmusJarlov","Rasmus Jarlov","C","blue","likes_mean_curmonth",49.3658536585366
"JuulMona","Mona Juul","C","blue","likes_mean_curmonth",25.8
"PerLarsenC","Per Larsen","C","blue","likes_mean_curmonth",22
"_MaiMercado","Mai Mercado","C","blue","likes_mean_curmonth",17.8571428571429
"BirgitteBergman","Birgitte Bergman","C","blue","likes_mean_curmonth",97
"brittbager","Britt Bager","C","blue","likes_mean_curmonth",NA
"Ammitzboell_K","KatarinaAmmitzboell","C","blue","likes_mean_curmonth",6.53846153846154
"Kristianthdahl","Kristian Thulesen Dahl","O","blue","likes_mean_curmonth",52
"MrMesserschmidt","Morten Messerschmidt","O","blue","likes_mean_curmonth",12.3618421052632
"mfMorten","Morten Bødskov","A","red","likes_mean_curmonth",38.45
"espersendf","Søren Espersen","O","blue","likes_mean_curmonth",13.4193548387097
"skaarup_df","Peter Skaarup","O","blue","likes_mean_curmonth",22.9354838709677
"Pia_Kjaersgaard","Pia Kjærsgaard","O","blue","likes_mean_curmonth",20.75
"AdsbolAdsbl","Karina Adsbøl","O","blue","likes_mean_curmonth",3.66666666666667
"LiseBech","Lise Bech 🇩🇰","O","blue","likes_mean_curmonth",5.4
"BentGsted","Bent Bøgsted","O","blue","likes_mean_curmonth",NA
"ReneChr67108814","Rene’ Christensen","O","blue","likes_mean_curmonth",NA
"JThulesen","J H Thulesen Dahl","O","blue","likes_mean_curmonth",3
"flydtkjaer","Dennis Flydtkjær","O","blue","likes_mean_curmonth",NA
"MarieKrarup","Marie Krarup","O","blue","likes_mean_curmonth",0
"Hans_Kr_Skibby","Hans Kristian Skibby","O","blue","likes_mean_curmonth",2.63636363636364
"MaiVilladsen","Mai Villadsen","EL","red","likes_mean_curmonth",101.75
"SorenEggeRasmus","Søren Egge Rasmussen","EL","red","likes_mean_curmonth",16.9166666666667
"VictoriaV_EL","Victoria Velásquez","EL","red","likes_mean_curmonth",10.5
"EvaFlyvholm","Eva Flyvholm","EL","red","likes_mean_curmonth",NA
"pederhvelplund","Peder Hvelplund","EL","red","likes_mean_curmonth",35.8
"ChristianJuhl2","Christian Juhl","EL","red","likes_mean_curmonth",1.77777777777778
"RuneLundEL","Rune Lund","EL","red","likes_mean_curmonth",13
"PSkipperEL","Pernille Skipper","EL","red","likes_mean_curmonth",12
"JakobSoelvhoej","Jakob Sølvhøj","EL","red","likes_mean_curmonth",6
"RosaLundEl","Rosa Lund","EL","red","likes_mean_curmonth",96.2857142857143
"jonasholmdk","Jonas Holm 🇺🇦","Q","neutral","likes_mean_curmonth",5.48905109489051
"jonasholmdk","Jonas Holm","Q","neutral","likes_mean_curmonth",5.48905109489051
"AlexVanopslagh","Alex Vanopslagh","I","blue","likes_mean_curmonth",138.125
"SociologenHD","Henrik Dahl","I","blue","likes_mean_curmonth",99
"olebirkolesen","Ole Birk Olesen","I","blue","likes_mean_curmonth",43.2461538461538
"LBMathiesen","Lars Boje Mathiesen","D","blue","likes_mean_curmonth",79.2727272727273
"ThiesenMette","Mette Thiesen","D","blue","likes_mean_curmonth",28.5
"PernilleVermund","Pernille Vermund","D","blue","likes_mean_curmonth",34
"peter_seier","Peter Seier Christensen","D","blue","likes_mean_curmonth",NA
"FrkCallesen","Anne Sophie Callesen","B","red","likes_mean_curmonth",10.2857142857143
"mariannejelved","Marianne Jelved","B","red","likes_mean_curmonth",NA
"SamiraNawa","Samira Nawa","B","red","likes_mean_curmonth",31.5
"rohde_jens","Jens Rohde","B","red","likes_mean_curmonth",NA
"kronborgsusan","Susan Kronborg","B","red","likes_mean_curmonth",1.6
"martinlidegaard","Martin Lidegaard","B","red","likes_mean_curmonth",26.9
"KathrineOlldag","Kathrine Olldag","B","red","likes_mean_curmonth",17.1320754716981
"sofiecn","Sofie Carsten Nielsen","B","red","likes_mean_curmonth",33.5652173913044
"a_steenberg","Andreas Steenberg","B","red","likes_mean_curmonth",7
"rvthorholm","Christina Thorholm","B","red","likes_mean_curmonth",0.75
"KatrineRobsoe","Katrine Robsøe","B","red","likes_mean_curmonth",0
"rasmushelveg","Rasmus Helveg","B","red","likes_mean_curmonth",4.6
"stinuslindgreen","Stinus Lindgreen","B","red","likes_mean_curmonth",7.93548387096774
"zeniastampe","Zenia Stampe","B","red","likes_mean_curmonth",1
"LotteRod","Lotte Rod","B","red","likes_mean_curmonth",6.66666666666667
"IdaAuken","Ida Auken","A","red","likes_mean_curmonth",3.83333333333333
"Trinebramsen","Trine Bramsen","A","red","likes_mean_curmonth",0
"BjBrandenborg","Bjørn Brandenborg","A","red","likes_mean_curmonth",1.83333333333333
"bressendorff","Brian Bressendorff","A","red","likes_mean_curmonth",4
"JeppeBruus","Jeppe Bruus","A","red","likes_mean_curmonth",4.90476190476191
"KaareDybvad","Kaare Dybvad","A","red","likes_mean_curmonth",9.85714285714286
"BennyEngelbrech","Benny Engelbrecht","A","red","likes_mean_curmonth",17.9318181818182
"CamFabricius","Camilla Fabricius","A","red","likes_mean_curmonth",11
"MetteGjerskov","Mette Gjerskov","A","red","likes_mean_curmonth",195
"AlexanderGrandt","Alexander Grandt","A","red","likes_mean_curmonth",10.2
"HavOrla","Orla Hav","A","red","likes_mean_curmonth",NA
"PHummelgaard","Peter Hummelgaard","A","red","likes_mean_curmonth",67.1666666666667
"MFThomasJensen","Thomas Jensen","A","red","likes_mean_curmonth",NA
"LahnLeif","Leif Lahn Jensen","A","red","likes_mean_curmonth",NA
"Jens_Joel","Jens Joel","A","red","likes_mean_curmonth",5.26315789473684
"janjohansen16",NA,"A","red","likes_mean_curmonth",NA
"DanJoergensen","Dan Jørgensen","A","red","likes_mean_curmonth",4.64444444444444
"SandKjaer","Kasper Sand Kjær","A","red","likes_mean_curmonth",24
"AndersKronborg","Anders Kronborg","A","red","likes_mean_curmonth",5.08333333333333
"rasmushorn","Rasmus Horn Langhoff","A","red","likes_mean_curmonth",0.571428571428571
"MalteLarsen","Malte Larsen","A","red","likes_mean_curmonth",0
"LarssonTanja","Tanja Larsson","A","red","likes_mean_curmonth",NA
"Heunicke","Magnus Heunicke","A","red","likes_mean_curmonth",54.15
"RosenkrantzT","Rosenkrantz-Theil","A","red","likes_mean_curmonth",6.90322580645161
"simonkollerup","Simon Kollerup","A","red","likes_mean_curmonth",0
"MogensJensenS","Mogens Jensen","A","red","likes_mean_curmonth",6.33333333333333
"AneHalsboe","Ane Halsboe","A","red","likes_mean_curmonth",NA
"RabjergMadsen","Chr Rabjerg Madsen","A","red","likes_mean_curmonth",25.8235294117647
"mattiastesfaye","Mattias Tesfaye","A","red","likes_mean_curmonth",NA
"Astridkrag","Astrid Krag","A","red","likes_mean_curmonth",5.75
"Bjarne_Laustsen",NA,"A","red","likes_mean_curmonth",NA
"annette_lind","Annette Lind","A","red","likes_mean_curmonth",NA
"FlemmingMM","Flemming Møller Mortensen","A","red","likes_mean_curmonth",NA
"Henrikm86712011","Henrik møller","A","red","likes_mean_curmonth",7
"Paulin_Anne","Anne Paulin","A","red","likes_mean_curmonth",1.5
"Jesper_Pet","Jesper Petersen","A","red","likes_mean_curmonth",16.3684210526316
"RasmusPrehn","Rasmus Prehn","A","red","likes_mean_curmonth",17.3529411764706
"lars_aslan","Lars Aslan","A","red","likes_mean_curmonth",17.1333333333333
"RavnTroels","Troels Ravn","A","red","likes_mean_curmonth",0
"KasperRoug","Kasper Roug","A","red","likes_mean_curmonth",0.571428571428571
"JulieSkovsby","Julie Skovsby","A","red","likes_mean_curmonth",0
"RStoklund","Rasmus Stoklund","A","red","likes_mean_curmonth",24.8363636363636
"birgitte_vind","Birgitte Vind","A","red","likes_mean_curmonth",NA
"NWammen","Nicolai Wammen","A","red","likes_mean_curmonth",NA
"LeaWermelin","Lea Wermelin","A","red","likes_mean_curmonth",11.3125
"PiaOlsen","Pia Olsen Dyhr","F","red","likes_mean_curmonth",21.3289473684211
"khoenge","Karsten Hønge","F","red","likes_mean_curmonth",0
"jacobmark_sf","Jacob Mark","F","red","likes_mean_curmonth",NA
"LisbethBNielsen","Lisbeth Bech-Nielsen","F","red","likes_mean_curmonth",8.16129032258065
"TrineTorp","Trine Schøning Torp","F","red","likes_mean_curmonth",1.14285714285714
"KirstenNormann","Kirsten Normann","F","red","likes_mean_curmonth",2.23076923076923
"MF_K_Lorentzen","Karina Lorentzen D.","F","red","likes_mean_curmonth",7.40625
"signe_munk","Signe Munk","F","red","likes_mean_curmonth",16.3333333333333
"Carl__Valentin","Carl Valentin","F","red","likes_mean_curmonth",28.7857142857143
"charlottebroman","Charlotte Mølbæk","F","red","likes_mean_curmonth",8.14285714285714
"Halime9Oguz","Halime Oguz","F","red","likes_mean_curmonth",1.26666666666667
"AnneValentina","Anne Valentina Berthelsen","F","red","likes_mean_curmonth",2.1304347826087
"AstridCaroee","Astrid Carøe","F","red","likes_mean_curmonth",NA
"rasmusnordqvist","rasmus nordqvist 🏳️‍🌈","F","red","likes_mean_curmonth",2.76086956521739
"JakobEllemann","Jakob Ellemann-Jensen","V","blue","likes_mean_curmonth",636.5
"Martin_Geertsen","Martin Geertsen","V","blue","likes_mean_curmonth",37.8571428571429
"JanEJoergensen","Jan E. Jørgensen","V","blue","likes_mean_curmonth",26.6206896551724
"sophieloehde","Sophie Løhde","V","blue","likes_mean_curmonth",38.3809523809524
"AnneStergaa","Anne Honoré Østergaard","V","blue","likes_mean_curmonth",NA
"AnniMatthiesen","Anni Matthiesen","V","blue","likes_mean_curmonth",0.181818181818182
"BHaarder","Bertel Haarder","V","blue","likes_mean_curmonth",NA
"CKissmeyer","Carsten Kissmeyer","V","blue","likes_mean_curmonth",NA
"ChristofferMels","Christoffer Melson","V","blue","likes_mean_curmonth",1.5
"EllenTraneNorby","Ellen Trane Nørby","V","blue","likes_mean_curmonth",2
"ErlingBonnesen","Erling Bonnesen","V","blue","likes_mean_curmonth",0
"EvaKjerHansen","Eva Kjer Hansen","V","blue","likes_mean_curmonth",NA
"fatmaoektem","Fatma Øktem","V","blue","likes_mean_curmonth",0
"HansAndersenV","Hans Andersen","V","blue","likes_mean_curmonth",41.6666666666667
"HaChrSchmidt","Hans Christian Schmidt","V","blue","likes_mean_curmonth",NA
"bankHeidi","Heidi Bank","V","blue","likes_mean_curmonth",0.75
"jacobjensenMF","Jacob Jensen","V","blue","likes_mean_curmonth",1.5
"JaneHeitmann","Jane Heitmann","V","blue","likes_mean_curmonth",5.5
"EllemannKaren","Karen Ellemann","V","blue","likes_mean_curmonth",NA
"LauritzenK","Karsten Lauritzen","V","blue","likes_mean_curmonth",17.5
"KD_Mikkelsen","Kenneth Mikkelsen","V","blue","likes_mean_curmonth",NA
"kimvalentinDK","Kim Valentin","V","blue","likes_mean_curmonth",2.25925925925926
"kplorentzen","Kr. Pihl Lorentzen","V","blue","likes_mean_curmonth",4.2
"larsclilleholt","Lars Chr. Lilleholt","V","blue","likes_mean_curmonth",NA
"LouiseElholm","Louise Schack Elholm","V","blue","likes_mean_curmonth",1.25
"madsfuglede","Mads Fuglede","V","blue","likes_mean_curmonth",32.8666666666667
"marie_bjerre","Marie Bjerre","V","blue","likes_mean_curmonth",20
"MarkGrossmannV","Mark Grossmann","V","blue","likes_mean_curmonth",NA
"MarleneAmbo","Marlene Ambo-Rasmussen","V","blue","likes_mean_curmonth",2.08333333333333
"michaelaastrup","Michael Aastrup Jensen","V","blue","likes_mean_curmonth",9.25
"MortenDahlin","Morten Dahlin","V","blue","likes_mean_curmonth",40.3571428571429
"PeterJuelJensen","Peter Juel Jensen","V","blue","likes_mean_curmonth",NA
"Sten_Knuth","Stén Knuth, Idrætsordfører Venstre","V","blue","likes_mean_curmonth",4.5
"ThDanielsen","Thomas Danielsen","V","blue","likes_mean_curmonth",4.63157894736842
"Torstenschack","Torsten Schack","V","blue","likes_mean_curmonth",10.16
"troelslundp","Troels Lund Poulsen","V","blue","likes_mean_curmonth",NA
"Ulla_Tornaes","Ulla Tørnæs","V","blue","likes_mean_curmonth",NA
"larsloekke","Lars Løkke Rasmussen","MF","blue","likes_mean_curmonth",60.8235294117647
"SorenPape","Søren Pape Poulsen","C","blue","tweets_curmonth",2
"metteabildgaard","Mette Abildgaard","C","blue","tweets_curmonth",7
"RasmusJarlov","Rasmus Jarlov","C","blue","tweets_curmonth",9
"JuulMona","Mona Juul","C","blue","tweets_curmonth",10
"PerLarsenC","Per Larsen","C","blue","tweets_curmonth",3
"_MaiMercado","Mai Mercado","C","blue","tweets_curmonth",1
"BirgitteBergman","Birgitte Bergman","C","blue","tweets_curmonth",2
"brittbager","Britt Bager","C","blue","tweets_curmonth",NA
"Ammitzboell_K","KatarinaAmmitzboell","C","blue","tweets_curmonth",10
"Kristianthdahl","Kristian Thulesen Dahl","O","blue","tweets_curmonth",1
"MrMesserschmidt","Morten Messerschmidt","O","blue","tweets_curmonth",27
"mfMorten","Morten Bødskov","A","red","tweets_curmonth",16
"espersendf","Søren Espersen","O","blue","tweets_curmonth",12
"skaarup_df","Peter Skaarup","O","blue","tweets_curmonth",28
"Pia_Kjaersgaard","Pia Kjærsgaard","O","blue","tweets_curmonth",10
"AdsbolAdsbl","Karina Adsbøl","O","blue","tweets_curmonth",2
"LiseBech","Lise Bech 🇩🇰","O","blue","tweets_curmonth",1
"BentGsted","Bent Bøgsted","O","blue","tweets_curmonth",NA
"ReneChr67108814","Rene’ Christensen","O","blue","tweets_curmonth",NA
"JThulesen","J H Thulesen Dahl","O","blue","tweets_curmonth",2
"flydtkjaer","Dennis Flydtkjær","O","blue","tweets_curmonth",NA
"MarieKrarup","Marie Krarup","O","blue","tweets_curmonth",0
"Hans_Kr_Skibby","Hans Kristian Skibby","O","blue","tweets_curmonth",3
"MaiVilladsen","Mai Villadsen","EL","red","tweets_curmonth",3
"SorenEggeRasmus","Søren Egge Rasmussen","EL","red","tweets_curmonth",6
"VictoriaV_EL","Victoria Velásquez","EL","red","tweets_curmonth",1
"EvaFlyvholm","Eva Flyvholm","EL","red","tweets_curmonth",NA
"pederhvelplund","Peder Hvelplund","EL","red","tweets_curmonth",6
"ChristianJuhl2","Christian Juhl","EL","red","tweets_curmonth",7
"RuneLundEL","Rune Lund","EL","red","tweets_curmonth",5
"PSkipperEL","Pernille Skipper","EL","red","tweets_curmonth",1
"JakobSoelvhoej","Jakob Sølvhøj","EL","red","tweets_curmonth",1
"RosaLundEl","Rosa Lund","EL","red","tweets_curmonth",5
"jonasholmdk","Jonas Holm 🇺🇦","Q","neutral","tweets_curmonth",17
"jonasholmdk","Jonas Holm","Q","neutral","tweets_curmonth",17
"AlexVanopslagh","Alex Vanopslagh","I","blue","tweets_curmonth",5
"SociologenHD","Henrik Dahl","I","blue","tweets_curmonth",13
"olebirkolesen","Ole Birk Olesen","I","blue","tweets_curmonth",12
"LBMathiesen","Lars Boje Mathiesen","D","blue","tweets_curmonth",3
"ThiesenMette","Mette Thiesen","D","blue","tweets_curmonth",2
"PernilleVermund","Pernille Vermund","D","blue","tweets_curmonth",1
"peter_seier","Peter Seier Christensen","D","blue","tweets_curmonth",NA
"FrkCallesen","Anne Sophie Callesen","B","red","tweets_curmonth",3
"mariannejelved","Marianne Jelved","B","red","tweets_curmonth",NA
"SamiraNawa","Samira Nawa","B","red","tweets_curmonth",1
"rohde_jens","Jens Rohde","B","red","tweets_curmonth",NA
"kronborgsusan","Susan Kronborg","B","red","tweets_curmonth",7
"martinlidegaard","Martin Lidegaard","B","red","tweets_curmonth",6
"KathrineOlldag","Kathrine Olldag","B","red","tweets_curmonth",4
"sofiecn","Sofie Carsten Nielsen","B","red","tweets_curmonth",6
"a_steenberg","Andreas Steenberg","B","red","tweets_curmonth",3
"rvthorholm","Christina Thorholm","B","red","tweets_curmonth",0
"KatrineRobsoe","Katrine Robsøe","B","red","tweets_curmonth",0
"rasmushelveg","Rasmus Helveg","B","red","tweets_curmonth",0
"stinuslindgreen","Stinus Lindgreen","B","red","tweets_curmonth",10
"zeniastampe","Zenia Stampe","B","red","tweets_curmonth",0
"LotteRod","Lotte Rod","B","red","tweets_curmonth",2
"IdaAuken","Ida Auken","A","red","tweets_curmonth",1
"Trinebramsen","Trine Bramsen","A","red","tweets_curmonth",0
"BjBrandenborg","Bjørn Brandenborg","A","red","tweets_curmonth",0
"bressendorff","Brian Bressendorff","A","red","tweets_curmonth",0
"JeppeBruus","Jeppe Bruus","A","red","tweets_curmonth",1
"KaareDybvad","Kaare Dybvad","A","red","tweets_curmonth",0
"BennyEngelbrech","Benny Engelbrecht","A","red","tweets_curmonth",11
"CamFabricius","Camilla Fabricius","A","red","tweets_curmonth",1
"MetteGjerskov","Mette Gjerskov","A","red","tweets_curmonth",1
"AlexanderGrandt","Alexander Grandt","A","red","tweets_curmonth",5
"HavOrla","Orla Hav","A","red","tweets_curmonth",NA
"PHummelgaard","Peter Hummelgaard","A","red","tweets_curmonth",2
"MFThomasJensen","Thomas Jensen","A","red","tweets_curmonth",NA
"LahnLeif","Leif Lahn Jensen","A","red","tweets_curmonth",NA
"Jens_Joel","Jens Joel","A","red","tweets_curmonth",4
"janjohansen16",NA,"A","red","tweets_curmonth",NA
"DanJoergensen","Dan Jørgensen","A","red","tweets_curmonth",12
"SandKjaer","Kasper Sand Kjær","A","red","tweets_curmonth",2
"AndersKronborg","Anders Kronborg","A","red","tweets_curmonth",5
"rasmushorn","Rasmus Horn Langhoff","A","red","tweets_curmonth",0
"MalteLarsen","Malte Larsen","A","red","tweets_curmonth",0
"LarssonTanja","Tanja Larsson","A","red","tweets_curmonth",NA
"Heunicke","Magnus Heunicke","A","red","tweets_curmonth",6
"RosenkrantzT","Rosenkrantz-Theil","A","red","tweets_curmonth",8
"simonkollerup","Simon Kollerup","A","red","tweets_curmonth",0
"MogensJensenS","Mogens Jensen","A","red","tweets_curmonth",4
"AneHalsboe","Ane Halsboe","A","red","tweets_curmonth",NA
"RabjergMadsen","Chr Rabjerg Madsen","A","red","tweets_curmonth",7
"mattiastesfaye","Mattias Tesfaye","A","red","tweets_curmonth",NA
"Astridkrag","Astrid Krag","A","red","tweets_curmonth",0
"Bjarne_Laustsen",NA,"A","red","tweets_curmonth",NA
"annette_lind","Annette Lind","A","red","tweets_curmonth",NA
"FlemmingMM","Flemming Møller Mortensen","A","red","tweets_curmonth",NA
"Henrikm86712011","Henrik møller","A","red","tweets_curmonth",1
"Paulin_Anne","Anne Paulin","A","red","tweets_curmonth",0
"Jesper_Pet","Jesper Petersen","A","red","tweets_curmonth",1
"RasmusPrehn","Rasmus Prehn","A","red","tweets_curmonth",12
"lars_aslan","Lars Aslan","A","red","tweets_curmonth",6
"RavnTroels","Troels Ravn","A","red","tweets_curmonth",0
"KasperRoug","Kasper Roug","A","red","tweets_curmonth",1
"JulieSkovsby","Julie Skovsby","A","red","tweets_curmonth",0
"RStoklund","Rasmus Stoklund","A","red","tweets_curmonth",5
"birgitte_vind","Birgitte Vind","A","red","tweets_curmonth",NA
"NWammen","Nicolai Wammen","A","red","tweets_curmonth",NA
"LeaWermelin","Lea Wermelin","A","red","tweets_curmonth",1
"PiaOlsen","Pia Olsen Dyhr","F","red","tweets_curmonth",7
"khoenge","Karsten Hønge","F","red","tweets_curmonth",0
"jacobmark_sf","Jacob Mark","F","red","tweets_curmonth",NA
"LisbethBNielsen","Lisbeth Bech-Nielsen","F","red","tweets_curmonth",9
"TrineTorp","Trine Schøning Torp","F","red","tweets_curmonth",1
"KirstenNormann","Kirsten Normann","F","red","tweets_curmonth",1
"MF_K_Lorentzen","Karina Lorentzen D.","F","red","tweets_curmonth",7
"signe_munk","Signe Munk","F","red","tweets_curmonth",12
"Carl__Valentin","Carl Valentin","F","red","tweets_curmonth",3
"charlottebroman","Charlotte Mølbæk","F","red","tweets_curmonth",2
"Halime9Oguz","Halime Oguz","F","red","tweets_curmonth",1
"AnneValentina","Anne Valentina Berthelsen","F","red","tweets_curmonth",0
"AstridCaroee","Astrid Carøe","F","red","tweets_curmonth",NA
"rasmusnordqvist","rasmus nordqvist 🏳️‍🌈","F","red","tweets_curmonth",3
"JakobEllemann","Jakob Ellemann-Jensen","V","blue","tweets_curmonth",2
"Martin_Geertsen","Martin Geertsen","V","blue","tweets_curmonth",9
"JanEJoergensen","Jan E. Jørgensen","V","blue","tweets_curmonth",8
"sophieloehde","Sophie Løhde","V","blue","tweets_curmonth",4
"AnneStergaa","Anne Honoré Østergaard","V","blue","tweets_curmonth",NA
"AnniMatthiesen","Anni Matthiesen","V","blue","tweets_curmonth",1
"BHaarder","Bertel Haarder","V","blue","tweets_curmonth",NA
"CKissmeyer","Carsten Kissmeyer","V","blue","tweets_curmonth",NA
"ChristofferMels","Christoffer Melson","V","blue","tweets_curmonth",1
"EllenTraneNorby","Ellen Trane Nørby","V","blue","tweets_curmonth",0
"ErlingBonnesen","Erling Bonnesen","V","blue","tweets_curmonth",0
"EvaKjerHansen","Eva Kjer Hansen","V","blue","tweets_curmonth",NA
"fatmaoektem","Fatma Øktem","V","blue","tweets_curmonth",0
"HansAndersenV","Hans Andersen","V","blue","tweets_curmonth",4
"HaChrSchmidt","Hans Christian Schmidt","V","blue","tweets_curmonth",NA
"bankHeidi","Heidi Bank","V","blue","tweets_curmonth",0
"jacobjensenMF","Jacob Jensen","V","blue","tweets_curmonth",1
"JaneHeitmann","Jane Heitmann","V","blue","tweets_curmonth",1
"EllemannKaren","Karen Ellemann","V","blue","tweets_curmonth",NA
"LauritzenK","Karsten Lauritzen","V","blue","tweets_curmonth",3
"KD_Mikkelsen","Kenneth Mikkelsen","V","blue","tweets_curmonth",NA
"kimvalentinDK","Kim Valentin","V","blue","tweets_curmonth",57
"kplorentzen","Kr. Pihl Lorentzen","V","blue","tweets_curmonth",1
"larsclilleholt","Lars Chr. Lilleholt","V","blue","tweets_curmonth",NA
"LouiseElholm","Louise Schack Elholm","V","blue","tweets_curmonth",0
"madsfuglede","Mads Fuglede","V","blue","tweets_curmonth",5
"marie_bjerre","Marie Bjerre","V","blue","tweets_curmonth",1
"MarkGrossmannV","Mark Grossmann","V","blue","tweets_curmonth",NA
"MarleneAmbo","Marlene Ambo-Rasmussen","V","blue","tweets_curmonth",1
"michaelaastrup","Michael Aastrup Jensen","V","blue","tweets_curmonth",1
"MortenDahlin","Morten Dahlin","V","blue","tweets_curmonth",8
"PeterJuelJensen","Peter Juel Jensen","V","blue","tweets_curmonth",NA
"Sten_Knuth","Stén Knuth, Idrætsordfører Venstre","V","blue","tweets_curmonth",0
"ThDanielsen","Thomas Danielsen","V","blue","tweets_curmonth",2
"Torstenschack","Torsten Schack","V","blue","tweets_curmonth",4
"troelslundp","Troels Lund Poulsen","V","blue","tweets_curmonth",NA
"Ulla_Tornaes","Ulla Tørnæs","V","blue","tweets_curmonth",NA
"larsloekke","Lars Løkke Rasmussen","MF","blue","tweets_curmonth",5
"SorenPape","Søren Pape Poulsen","C","blue","comments_curmonth",0
"metteabildgaard","Mette Abildgaard","C","blue","comments_curmonth",12
"RasmusJarlov","Rasmus Jarlov","C","blue","comments_curmonth",139
"JuulMona","Mona Juul","C","blue","comments_curmonth",36
"PerLarsenC","Per Larsen","C","blue","comments_curmonth",1
"_MaiMercado","Mai Mercado","C","blue","comments_curmonth",2
"BirgitteBergman","Birgitte Bergman","C","blue","comments_curmonth",1
"brittbager","Britt Bager","C","blue","comments_curmonth",NA
"Ammitzboell_K","KatarinaAmmitzboell","C","blue","comments_curmonth",1
"Kristianthdahl","Kristian Thulesen Dahl","O","blue","comments_curmonth",0
"MrMesserschmidt","Morten Messerschmidt","O","blue","comments_curmonth",101
"mfMorten","Morten Bødskov","A","red","comments_curmonth",0
"espersendf","Søren Espersen","O","blue","comments_curmonth",1
"skaarup_df","Peter Skaarup","O","blue","comments_curmonth",3
"Pia_Kjaersgaard","Pia Kjærsgaard","O","blue","comments_curmonth",0
"AdsbolAdsbl","Karina Adsbøl","O","blue","comments_curmonth",6
"LiseBech","Lise Bech 🇩🇰","O","blue","comments_curmonth",2
"BentGsted","Bent Bøgsted","O","blue","comments_curmonth",NA
"ReneChr67108814","Rene’ Christensen","O","blue","comments_curmonth",NA
"JThulesen","J H Thulesen Dahl","O","blue","comments_curmonth",0
"flydtkjaer","Dennis Flydtkjær","O","blue","comments_curmonth",NA
"MarieKrarup","Marie Krarup","O","blue","comments_curmonth",0
"Hans_Kr_Skibby","Hans Kristian Skibby","O","blue","comments_curmonth",0
"MaiVilladsen","Mai Villadsen","EL","red","comments_curmonth",0
"SorenEggeRasmus","Søren Egge Rasmussen","EL","red","comments_curmonth",5
"VictoriaV_EL","Victoria Velásquez","EL","red","comments_curmonth",0
"EvaFlyvholm","Eva Flyvholm","EL","red","comments_curmonth",NA
"pederhvelplund","Peder Hvelplund","EL","red","comments_curmonth",2
"ChristianJuhl2","Christian Juhl","EL","red","comments_curmonth",0
"RuneLundEL","Rune Lund","EL","red","comments_curmonth",0
"PSkipperEL","Pernille Skipper","EL","red","comments_curmonth",1
"JakobSoelvhoej","Jakob Sølvhøj","EL","red","comments_curmonth",0
"RosaLundEl","Rosa Lund","EL","red","comments_curmonth",2
"jonasholmdk","Jonas Holm 🇺🇦","Q","neutral","comments_curmonth",97
"jonasholmdk","Jonas Holm","Q","neutral","comments_curmonth",97
"AlexVanopslagh","Alex Vanopslagh","I","blue","comments_curmonth",9
"SociologenHD","Henrik Dahl","I","blue","comments_curmonth",3
"olebirkolesen","Ole Birk Olesen","I","blue","comments_curmonth",50
"LBMathiesen","Lars Boje Mathiesen","D","blue","comments_curmonth",8
"ThiesenMette","Mette Thiesen","D","blue","comments_curmonth",0
"PernilleVermund","Pernille Vermund","D","blue","comments_curmonth",0
"peter_seier","Peter Seier Christensen","D","blue","comments_curmonth",NA
"FrkCallesen","Anne Sophie Callesen","B","red","comments_curmonth",2
"mariannejelved","Marianne Jelved","B","red","comments_curmonth",NA
"SamiraNawa","Samira Nawa","B","red","comments_curmonth",6
"rohde_jens","Jens Rohde","B","red","comments_curmonth",NA
"kronborgsusan","Susan Kronborg","B","red","comments_curmonth",4
"martinlidegaard","Martin Lidegaard","B","red","comments_curmonth",0
"KathrineOlldag","Kathrine Olldag","B","red","comments_curmonth",40
"sofiecn","Sofie Carsten Nielsen","B","red","comments_curmonth",11
"a_steenberg","Andreas Steenberg","B","red","comments_curmonth",1
"rvthorholm","Christina Thorholm","B","red","comments_curmonth",0
"KatrineRobsoe","Katrine Robsøe","B","red","comments_curmonth",0
"rasmushelveg","Rasmus Helveg","B","red","comments_curmonth",2
"stinuslindgreen","Stinus Lindgreen","B","red","comments_curmonth",28
"zeniastampe","Zenia Stampe","B","red","comments_curmonth",1
"LotteRod","Lotte Rod","B","red","comments_curmonth",0
"IdaAuken","Ida Auken","A","red","comments_curmonth",1
"Trinebramsen","Trine Bramsen","A","red","comments_curmonth",0
"BjBrandenborg","Bjørn Brandenborg","A","red","comments_curmonth",2
"bressendorff","Brian Bressendorff","A","red","comments_curmonth",0
"JeppeBruus","Jeppe Bruus","A","red","comments_curmonth",6
"KaareDybvad","Kaare Dybvad","A","red","comments_curmonth",14
