"user","name","party","blok","variable","value"
"bankHeidi","Heidi Bank","V","blue","retweets_t10",9
"jacobjensenMF","Jacob Jensen","V","blue","retweets_t10",6
"JaneHeitmann","Jane Heitmann","V","blue","retweets_t10",5
"EllemannKaren","Karen Ellemann","V","blue","retweets_t10",9
"LauritzenK","Karsten Lauritzen","V","blue","retweets_t10",1
"KD_Mikkelsen","Kenneth Mikkelsen","V","blue","retweets_t10",0
"kimvalentinDK","Kim Valentin","V","blue","retweets_t10",0
"kplorentzen","Kr. Pihl Lorentzen","V","blue","retweets_t10",4
"larsclilleholt","Lars Chr. Lilleholt","V","blue","retweets_t10",3
"LouiseElholm","Louise Schack Elholm","V","blue","retweets_t10",2
"madsfuglede","Mads Fuglede","V","blue","retweets_t10",3
"marie_bjerre","Marie Bjerre","V","blue","retweets_t10",0
"MarkGrossmannV","Mark Grossmann","V","blue","retweets_t10",0
"MarleneAmbo","Marlene Ambo-Rasmussen","V","blue","retweets_t10",6
"michaelaastrup","Michael Aastrup Jensen","V","blue","retweets_t10",4
"MortenDahlin","Morten Dahlin","V","blue","retweets_t10",1
"PeterJuelJensen","Peter Juel Jensen","V","blue","retweets_t10",1
"Sten_Knuth","Stén Knuth, Idrætsordfører Venstre","V","blue","retweets_t10",0
"ThDanielsen","Thomas Danielsen","V","blue","retweets_t10",1
"Torstenschack","Torsten Schack","V","blue","retweets_t10",1
"troelslundp","Troels Lund Poulsen","V","blue","retweets_t10",0
"Ulla_Tornaes","Ulla Tørnæs","V","blue","retweets_t10",6
"larsloekke","Lars Løkke Rasmussen","MF","blue","retweets_t10",0
"SorenPape","Søren Pape Poulsen","C","blue","quotes_t10",0
"metteabildgaard","Mette Abildgaard","C","blue","quotes_t10",1
"RasmusJarlov","Rasmus Jarlov","C","blue","quotes_t10",0
"JuulMona","Mona Juul","C","blue","quotes_t10",0
"PerLarsenC","Per Larsen","C","blue","quotes_t10",0
"_MaiMercado","Mai Mercado","C","blue","quotes_t10",4
"BirgitteBergman","Birgitte Bergman","C","blue","quotes_t10",0
"brittbager","Britt Bager","C","blue","quotes_t10",0
"Ammitzboell_K","KatarinaAmmitzboell","C","blue","quotes_t10",0
"Kristianthdahl","Kristian Thulesen Dahl","O","blue","quotes_t10",1
"MrMesserschmidt","Morten Messerschmidt","O","blue","quotes_t10",1
"mfMorten","Morten Bødskov","A","red","quotes_t10",2
"espersendf","Søren Espersen","O","blue","quotes_t10",0
"skaarup_df","Peter Skaarup","O","blue","quotes_t10",0
"Pia_Kjaersgaard","Pia Kjærsgaard","O","blue","quotes_t10",2
"AdsbolAdsbl","Karina Adsbøl","O","blue","quotes_t10",0
"LiseBech","Lise Bech 🇩🇰","O","blue","quotes_t10",1
"BentGsted","Bent Bøgsted","O","blue","quotes_t10",1
"ReneChr67108814","Rene’ Christensen","O","blue","quotes_t10",0
"JThulesen","J H Thulesen Dahl","O","blue","quotes_t10",3
"flydtkjaer","Dennis Flydtkjær","O","blue","quotes_t10",1
"MarieKrarup","Marie Krarup","O","blue","quotes_t10",1
"Hans_Kr_Skibby","Hans Kristian Skibby","O","blue","quotes_t10",0
"MaiVilladsen","Mai Villadsen","EL","red","quotes_t10",0
"SorenEggeRasmus","Søren Egge Rasmussen","EL","red","quotes_t10",1
"VictoriaV_EL","Victoria Velásquez","EL","red","quotes_t10",2
"EvaFlyvholm","Eva Flyvholm","EL","red","quotes_t10",1
"pederhvelplund","Peder Hvelplund","EL","red","quotes_t10",1
"ChristianJuhl2","Christian Juhl","EL","red","quotes_t10",0
"RuneLundEL","Rune Lund","EL","red","quotes_t10",1
"PSkipperEL","Pernille Skipper","EL","red","quotes_t10",0
"JakobSoelvhoej","Jakob Sølvhøj","EL","red","quotes_t10",1
"RosaLundEl","Rosa Lund","EL","red","quotes_t10",0
"jonasholmdk","Jonas Holm 🇺🇦","Q","neutral","quotes_t10",1
"jonasholmdk","Jonas Holm","Q","neutral","quotes_t10",1
"AlexVanopslagh","Alex Vanopslagh","I","blue","quotes_t10",0
"SociologenHD","Henrik Dahl","I","blue","quotes_t10",0
"olebirkolesen","Ole Birk Olesen","I","blue","quotes_t10",1
"LBMathiesen","Lars Boje Mathiesen","D","blue","quotes_t10",0
"ThiesenMette","Mette Thiesen","D","blue","quotes_t10",0
"PernilleVermund","Pernille Vermund","D","blue","quotes_t10",0
"peter_seier","Peter Seier Christensen","D","blue","quotes_t10",0
"FrkCallesen","Anne Sophie Callesen","B","red","quotes_t10",0
"mariannejelved","Marianne Jelved","B","red","quotes_t10",0
"SamiraNawa","Samira Nawa","B","red","quotes_t10",2
"rohde_jens","Jens Rohde","B","red","quotes_t10",0
"kronborgsusan","Susan Kronborg","B","red","quotes_t10",0
"martinlidegaard","Martin Lidegaard","B","red","quotes_t10",0
"KathrineOlldag","Kathrine Olldag","B","red","quotes_t10",0
"sofiecn","Sofie Carsten Nielsen","B","red","quotes_t10",1
"a_steenberg","Andreas Steenberg","B","red","quotes_t10",0
"rvthorholm","Christina Thorholm","B","red","quotes_t10",8
"KatrineRobsoe","Katrine Robsøe","B","red","quotes_t10",1
"rasmushelveg","Rasmus Helveg","B","red","quotes_t10",1
"stinuslindgreen","Stinus Lindgreen","B","red","quotes_t10",0
"zeniastampe","Zenia Stampe","B","red","quotes_t10",2
"LotteRod","Lotte Rod","B","red","quotes_t10",1
"IdaAuken","Ida Auken","A","red","quotes_t10",3
"Trinebramsen","Trine Bramsen","A","red","quotes_t10",0
"BjBrandenborg","Bjørn Brandenborg","A","red","quotes_t10",3
"bressendorff","Brian Bressendorff","A","red","quotes_t10",1
"JeppeBruus","Jeppe Bruus","A","red","quotes_t10",2
"KaareDybvad","Kaare Dybvad","A","red","quotes_t10",0
"BennyEngelbrech","Benny Engelbrecht","A","red","quotes_t10",0
"CamFabricius","Camilla Fabricius","A","red","quotes_t10",2
"MetteGjerskov","Mette Gjerskov","A","red","quotes_t10",0
"AlexanderGrandt","Alexander Grandt","A","red","quotes_t10",0
"HavOrla","Orla Hav","A","red","quotes_t10",0
"PHummelgaard","Peter Hummelgaard","A","red","quotes_t10",0
"MFThomasJensen","Thomas Jensen","A","red","quotes_t10",0
"LahnLeif","Leif Lahn Jensen","A","red","quotes_t10",0
"Jens_Joel","Jens Joel","A","red","quotes_t10",0
"janjohansen16",NA,"A","red","quotes_t10",NA
"DanJoergensen","Dan Jørgensen","A","red","quotes_t10",1
"SandKjaer","Kasper Sand Kjær","A","red","quotes_t10",2
"AndersKronborg","Anders Kronborg","A","red","quotes_t10",0
"rasmushorn","Rasmus Horn Langhoff","A","red","quotes_t10",0
"MalteLarsen","Malte Larsen","A","red","quotes_t10",0
"LarssonTanja","Tanja Larsson","A","red","quotes_t10",1
"Heunicke","Magnus Heunicke","A","red","quotes_t10",0
"RosenkrantzT","Rosenkrantz-Theil","A","red","quotes_t10",0
"simonkollerup","Simon Kollerup","A","red","quotes_t10",0
"MogensJensenS","Mogens Jensen","A","red","quotes_t10",0
"AneHalsboe","Ane Halsboe","A","red","quotes_t10",0
"RabjergMadsen","Chr Rabjerg Madsen","A","red","quotes_t10",2
"mattiastesfaye","Mattias Tesfaye","A","red","quotes_t10",0
"Astridkrag","Astrid Krag","A","red","quotes_t10",3
"Bjarne_Laustsen",NA,"A","red","quotes_t10",NA
"annette_lind","Annette Lind","A","red","quotes_t10",1
"FlemmingMM","Flemming Møller Mortensen","A","red","quotes_t10",2
"Henrikm86712011","Henrik møller","A","red","quotes_t10",4
"Paulin_Anne","Anne Paulin","A","red","quotes_t10",3
"Jesper_Pet","Jesper Petersen","A","red","quotes_t10",1
"RasmusPrehn","Rasmus Prehn","A","red","quotes_t10",1
"lars_aslan","Lars Aslan","A","red","quotes_t10",2
"RavnTroels","Troels Ravn","A","red","quotes_t10",0
"KasperRoug","Kasper Roug","A","red","quotes_t10",1
"JulieSkovsby","Julie Skovsby","A","red","quotes_t10",0
"RStoklund","Rasmus Stoklund","A","red","quotes_t10",3
"birgitte_vind","Birgitte Vind","A","red","quotes_t10",0
"NWammen","Nicolai Wammen","A","red","quotes_t10",0
"LeaWermelin","Lea Wermelin","A","red","quotes_t10",0
"PiaOlsen","Pia Olsen Dyhr","F","red","quotes_t10",0
"khoenge","Karsten Hønge","F","red","quotes_t10",0
"jacobmark_sf","Jacob Mark","F","red","quotes_t10",0
"LisbethBNielsen","Lisbeth Bech-Nielsen","F","red","quotes_t10",1
"TrineTorp","Trine Schøning Torp","F","red","quotes_t10",0
"KirstenNormann","Kirsten Normann","F","red","quotes_t10",1
"MF_K_Lorentzen","Karina Lorentzen D.","F","red","quotes_t10",0
"signe_munk","Signe Munk","F","red","quotes_t10",0
"Carl__Valentin","Carl Valentin","F","red","quotes_t10",1
"charlottebroman","Charlotte Mølbæk","F","red","quotes_t10",0
"Halime9Oguz","Halime Oguz","F","red","quotes_t10",0
"AnneValentina","Anne Valentina Berthelsen","F","red","quotes_t10",1
"AstridCaroee","Astrid Carøe","F","red","quotes_t10",0
"rasmusnordqvist","rasmus nordqvist 🏳️‍🌈","F","red","quotes_t10",1
"JakobEllemann","Jakob Ellemann-Jensen","V","blue","quotes_t10",2
"Martin_Geertsen","Martin Geertsen","V","blue","quotes_t10",0
"JanEJoergensen","Jan E. Jørgensen","V","blue","quotes_t10",1
"sophieloehde","Sophie Løhde","V","blue","quotes_t10",1
"AnneStergaa","Anne Honoré Østergaard","V","blue","quotes_t10",0
"AnniMatthiesen","Anni Matthiesen","V","blue","quotes_t10",0
"BHaarder","Bertel Haarder","V","blue","quotes_t10",0
"CKissmeyer","Carsten Kissmeyer","V","blue","quotes_t10",1
"ChristofferMels","Christoffer Melson","V","blue","quotes_t10",5
"EllenTraneNorby","Ellen Trane Nørby","V","blue","quotes_t10",2
"ErlingBonnesen","Erling Bonnesen","V","blue","quotes_t10",1
"EvaKjerHansen","Eva Kjer Hansen","V","blue","quotes_t10",0
"fatmaoektem","Fatma Øktem","V","blue","quotes_t10",1
"HansAndersenV","Hans Andersen","V","blue","quotes_t10",3
"HaChrSchmidt","Hans Christian Schmidt","V","blue","quotes_t10",1
"bankHeidi","Heidi Bank","V","blue","quotes_t10",0
"jacobjensenMF","Jacob Jensen","V","blue","quotes_t10",0
"JaneHeitmann","Jane Heitmann","V","blue","quotes_t10",0
"EllemannKaren","Karen Ellemann","V","blue","quotes_t10",0
"LauritzenK","Karsten Lauritzen","V","blue","quotes_t10",1
"KD_Mikkelsen","Kenneth Mikkelsen","V","blue","quotes_t10",4
"kimvalentinDK","Kim Valentin","V","blue","quotes_t10",3
"kplorentzen","Kr. Pihl Lorentzen","V","blue","quotes_t10",0
"larsclilleholt","Lars Chr. Lilleholt","V","blue","quotes_t10",0
"LouiseElholm","Louise Schack Elholm","V","blue","quotes_t10",3
"madsfuglede","Mads Fuglede","V","blue","quotes_t10",0
"marie_bjerre","Marie Bjerre","V","blue","quotes_t10",0
"MarkGrossmannV","Mark Grossmann","V","blue","quotes_t10",0
"MarleneAmbo","Marlene Ambo-Rasmussen","V","blue","quotes_t10",0
"michaelaastrup","Michael Aastrup Jensen","V","blue","quotes_t10",1
"MortenDahlin","Morten Dahlin","V","blue","quotes_t10",2
"PeterJuelJensen","Peter Juel Jensen","V","blue","quotes_t10",0
"Sten_Knuth","Stén Knuth, Idrætsordfører Venstre","V","blue","quotes_t10",7
"ThDanielsen","Thomas Danielsen","V","blue","quotes_t10",0
"Torstenschack","Torsten Schack","V","blue","quotes_t10",0
"troelslundp","Troels Lund Poulsen","V","blue","quotes_t10",0
"Ulla_Tornaes","Ulla Tørnæs","V","blue","quotes_t10",0
"larsloekke","Lars Løkke Rasmussen","MF","blue","quotes_t10",2
"SorenPape","Søren Pape Poulsen","C","blue","activity_t50",50
"metteabildgaard","Mette Abildgaard","C","blue","activity_t50",50
"RasmusJarlov","Rasmus Jarlov","C","blue","activity_t50",50
"JuulMona","Mona Juul","C","blue","activity_t50",50
"PerLarsenC","Per Larsen","C","blue","activity_t50",50
"_MaiMercado","Mai Mercado","C","blue","activity_t50",50
"BirgitteBergman","Birgitte Bergman","C","blue","activity_t50",50
"brittbager","Britt Bager","C","blue","activity_t50",50
"Ammitzboell_K","KatarinaAmmitzboell","C","blue","activity_t50",50
"Kristianthdahl","Kristian Thulesen Dahl","O","blue","activity_t50",50
"MrMesserschmidt","Morten Messerschmidt","O","blue","activity_t50",50
"mfMorten","Morten Bødskov","A","red","activity_t50",50
"espersendf","Søren Espersen","O","blue","activity_t50",50
"skaarup_df","Peter Skaarup","O","blue","activity_t50",50
"Pia_Kjaersgaard","Pia Kjærsgaard","O","blue","activity_t50",50
"AdsbolAdsbl","Karina Adsbøl","O","blue","activity_t50",50
"LiseBech","Lise Bech 🇩🇰","O","blue","activity_t50",50
"BentGsted","Bent Bøgsted","O","blue","activity_t50",9
"ReneChr67108814","Rene’ Christensen","O","blue","activity_t50",6
"JThulesen","J H Thulesen Dahl","O","blue","activity_t50",50
"flydtkjaer","Dennis Flydtkjær","O","blue","activity_t50",50
"MarieKrarup","Marie Krarup","O","blue","activity_t50",50
"Hans_Kr_Skibby","Hans Kristian Skibby","O","blue","activity_t50",50
"MaiVilladsen","Mai Villadsen","EL","red","activity_t50",50
"SorenEggeRasmus","Søren Egge Rasmussen","EL","red","activity_t50",50
"VictoriaV_EL","Victoria Velásquez","EL","red","activity_t50",50
"EvaFlyvholm","Eva Flyvholm","EL","red","activity_t50",50
"pederhvelplund","Peder Hvelplund","EL","red","activity_t50",50
"ChristianJuhl2","Christian Juhl","EL","red","activity_t50",50
"RuneLundEL","Rune Lund","EL","red","activity_t50",50
"PSkipperEL","Pernille Skipper","EL","red","activity_t50",50
"JakobSoelvhoej","Jakob Sølvhøj","EL","red","activity_t50",50
"RosaLundEl","Rosa Lund","EL","red","activity_t50",50
"jonasholmdk","Jonas Holm 🇺🇦","Q","neutral","activity_t50",50
"jonasholmdk","Jonas Holm","Q","neutral","activity_t50",50
"AlexVanopslagh","Alex Vanopslagh","I","blue","activity_t50",50
"SociologenHD","Henrik Dahl","I","blue","activity_t50",50
"olebirkolesen","Ole Birk Olesen","I","blue","activity_t50",50
"LBMathiesen","Lars Boje Mathiesen","D","blue","activity_t50",50
"ThiesenMette","Mette Thiesen","D","blue","activity_t50",50
"PernilleVermund","Pernille Vermund","D","blue","activity_t50",50
"peter_seier","Peter Seier Christensen","D","blue","activity_t50",50
"FrkCallesen","Anne Sophie Callesen","B","red","activity_t50",50
"mariannejelved","Marianne Jelved","B","red","activity_t50",50
"SamiraNawa","Samira Nawa","B","red","activity_t50",50
"rohde_jens","Jens Rohde","B","red","activity_t50",50
"kronborgsusan","Susan Kronborg","B","red","activity_t50",50
"martinlidegaard","Martin Lidegaard","B","red","activity_t50",50
"KathrineOlldag","Kathrine Olldag","B","red","activity_t50",50
"sofiecn","Sofie Carsten Nielsen","B","red","activity_t50",50
"a_steenberg","Andreas Steenberg","B","red","activity_t50",50
"rvthorholm","Christina Thorholm","B","red","activity_t50",50
"KatrineRobsoe","Katrine Robsøe","B","red","activity_t50",50
"rasmushelveg","Rasmus Helveg","B","red","activity_t50",50
"stinuslindgreen","Stinus Lindgreen","B","red","activity_t50",50
"zeniastampe","Zenia Stampe","B","red","activity_t50",50
"LotteRod","Lotte Rod","B","red","activity_t50",50
"IdaAuken","Ida Auken","A","red","activity_t50",50
"Trinebramsen","Trine Bramsen","A","red","activity_t50",50
"BjBrandenborg","Bjørn Brandenborg","A","red","activity_t50",50
"bressendorff","Brian Bressendorff","A","red","activity_t50",31
"JeppeBruus","Jeppe Bruus","A","red","activity_t50",50
"KaareDybvad","Kaare Dybvad","A","red","activity_t50",50
"BennyEngelbrech","Benny Engelbrecht","A","red","activity_t50",50
"CamFabricius","Camilla Fabricius","A","red","activity_t50",50
"MetteGjerskov","Mette Gjerskov","A","red","activity_t50",50
"AlexanderGrandt","Alexander Grandt","A","red","activity_t50",50
"HavOrla","Orla Hav","A","red","activity_t50",50
"PHummelgaard","Peter Hummelgaard","A","red","activity_t50",50
"MFThomasJensen","Thomas Jensen","A","red","activity_t50",50
"LahnLeif","Leif Lahn Jensen","A","red","activity_t50",50
"Jens_Joel","Jens Joel","A","red","activity_t50",50
"janjohansen16",NA,"A","red","activity_t50",NA
"DanJoergensen","Dan Jørgensen","A","red","activity_t50",50
"SandKjaer","Kasper Sand Kjær","A","red","activity_t50",50
"AndersKronborg","Anders Kronborg","A","red","activity_t50",50
"rasmushorn","Rasmus Horn Langhoff","A","red","activity_t50",50
"MalteLarsen","Malte Larsen","A","red","activity_t50",50
"LarssonTanja","Tanja Larsson","A","red","activity_t50",50
"Heunicke","Magnus Heunicke","A","red","activity_t50",50
"RosenkrantzT","Rosenkrantz-Theil","A","red","activity_t50",50
"simonkollerup","Simon Kollerup","A","red","activity_t50",50
"MogensJensenS","Mogens Jensen","A","red","activity_t50",50
"AneHalsboe","Ane Halsboe","A","red","activity_t50",50
"RabjergMadsen","Chr Rabjerg Madsen","A","red","activity_t50",50
"mattiastesfaye","Mattias Tesfaye","A","red","activity_t50",50
"Astridkrag","Astrid Krag","A","red","activity_t50",50
"Bjarne_Laustsen",NA,"A","red","activity_t50",NA
"annette_lind","Annette Lind","A","red","activity_t50",50
"FlemmingMM","Flemming Møller Mortensen","A","red","activity_t50",50
"Henrikm86712011","Henrik møller","A","red","activity_t50",50
"Paulin_Anne","Anne Paulin","A","red","activity_t50",50
"Jesper_Pet","Jesper Petersen","A","red","activity_t50",50
"RasmusPrehn","Rasmus Prehn","A","red","activity_t50",50
"lars_aslan","Lars Aslan","A","red","activity_t50",50
"RavnTroels","Troels Ravn","A","red","activity_t50",50
"KasperRoug","Kasper Roug","A","red","activity_t50",50
"JulieSkovsby","Julie Skovsby","A","red","activity_t50",50
"RStoklund","Rasmus Stoklund","A","red","activity_t50",50
"birgitte_vind","Birgitte Vind","A","red","activity_t50",50
"NWammen","Nicolai Wammen","A","red","activity_t50",50
"LeaWermelin","Lea Wermelin","A","red","activity_t50",50
"PiaOlsen","Pia Olsen Dyhr","F","red","activity_t50",50
"khoenge","Karsten Hønge","F","red","activity_t50",50
"jacobmark_sf","Jacob Mark","F","red","activity_t50",50
"LisbethBNielsen","Lisbeth Bech-Nielsen","F","red","activity_t50",50
"TrineTorp","Trine Schøning Torp","F","red","activity_t50",50
"KirstenNormann","Kirsten Normann","F","red","activity_t50",50
"MF_K_Lorentzen","Karina Lorentzen D.","F","red","activity_t50",50
"signe_munk","Signe Munk","F","red","activity_t50",50
"Carl__Valentin","Carl Valentin","F","red","activity_t50",50
"charlottebroman","Charlotte Mølbæk","F","red","activity_t50",50
"Halime9Oguz","Halime Oguz","F","red","activity_t50",50
"AnneValentina","Anne Valentina Berthelsen","F","red","activity_t50",50
"AstridCaroee","Astrid Carøe","F","red","activity_t50",50
"rasmusnordqvist","rasmus nordqvist 🏳️‍🌈","F","red","activity_t50",50
"JakobEllemann","Jakob Ellemann-Jensen","V","blue","activity_t50",50
"Martin_Geertsen","Martin Geertsen","V","blue","activity_t50",50
"JanEJoergensen","Jan E. Jørgensen","V","blue","activity_t50",50
"sophieloehde","Sophie Løhde","V","blue","activity_t50",50
"AnneStergaa","Anne Honoré Østergaard","V","blue","activity_t50",50
"AnniMatthiesen","Anni Matthiesen","V","blue","activity_t50",50
"BHaarder","Bertel Haarder","V","blue","activity_t50",18
"CKissmeyer","Carsten Kissmeyer","V","blue","activity_t50",20
"ChristofferMels","Christoffer Melson","V","blue","activity_t50",50
"EllenTraneNorby","Ellen Trane Nørby","V","blue","activity_t50",50
"ErlingBonnesen","Erling Bonnesen","V","blue","activity_t50",50
"EvaKjerHansen","Eva Kjer Hansen","V","blue","activity_t50",50
"fatmaoektem","Fatma Øktem","V","blue","activity_t50",50
"HansAndersenV","Hans Andersen","V","blue","activity_t50",50
"HaChrSchmidt","Hans Christian Schmidt","V","blue","activity_t50",2
"bankHeidi","Heidi Bank","V","blue","activity_t50",50
"jacobjensenMF","Jacob Jensen","V","blue","activity_t50",50
"JaneHeitmann","Jane Heitmann","V","blue","activity_t50",50
"EllemannKaren","Karen Ellemann","V","blue","activity_t50",50
"LauritzenK","Karsten Lauritzen","V","blue","activity_t50",50
"KD_Mikkelsen","Kenneth Mikkelsen","V","blue","activity_t50",50
"kimvalentinDK","Kim Valentin","V","blue","activity_t50",50
"kplorentzen","Kr. Pihl Lorentzen","V","blue","activity_t50",50
"larsclilleholt","Lars Chr. Lilleholt","V","blue","activity_t50",50
"LouiseElholm","Louise Schack Elholm","V","blue","activity_t50",50
"madsfuglede","Mads Fuglede","V","blue","activity_t50",50
"marie_bjerre","Marie Bjerre","V","blue","activity_t50",50
"MarkGrossmannV","Mark Grossmann","V","blue","activity_t50",51
"MarleneAmbo","Marlene Ambo-Rasmussen","V","blue","activity_t50",50
"michaelaastrup","Michael Aastrup Jensen","V","blue","activity_t50",50
"MortenDahlin","Morten Dahlin","V","blue","activity_t50",50
"PeterJuelJensen","Peter Juel Jensen","V","blue","activity_t50",18
"Sten_Knuth","Stén Knuth, Idrætsordfører Venstre","V","blue","activity_t50",50
"ThDanielsen","Thomas Danielsen","V","blue","activity_t50",50
"Torstenschack","Torsten Schack","V","blue","activity_t50",50
"troelslundp","Troels Lund Poulsen","V","blue","activity_t50",50
"Ulla_Tornaes","Ulla Tørnæs","V","blue","activity_t50",50
"larsloekke","Lars Løkke Rasmussen","MF","blue","activity_t50",50
"SorenPape","Søren Pape Poulsen","C","blue","likes_t50",12187
"metteabildgaard","Mette Abildgaard","C","blue","likes_t50",2488
"RasmusJarlov","Rasmus Jarlov","C","blue","likes_t50",708
"JuulMona","Mona Juul","C","blue","likes_t50",1290
"PerLarsenC","Per Larsen","C","blue","likes_t50",4085
"_MaiMercado","Mai Mercado","C","blue","likes_t50",1485
"BirgitteBergman","Birgitte Bergman","C","blue","likes_t50",947
"brittbager","Britt Bager","C","blue","likes_t50",111
"Ammitzboell_K","KatarinaAmmitzboell","C","blue","likes_t50",354
"Kristianthdahl","Kristian Thulesen Dahl","O","blue","likes_t50",3520
"MrMesserschmidt","Morten Messerschmidt","O","blue","likes_t50",1010
"mfMorten","Morten Bødskov","A","red","likes_t50",1849
"espersendf","Søren Espersen","O","blue","likes_t50",684
"skaarup_df","Peter Skaarup","O","blue","likes_t50",1139
"Pia_Kjaersgaard","Pia Kjærsgaard","O","blue","likes_t50",875
"AdsbolAdsbl","Karina Adsbøl","O","blue","likes_t50",643
"LiseBech","Lise Bech 🇩🇰","O","blue","likes_t50",540
"BentGsted","Bent Bøgsted","O","blue","likes_t50",39
"ReneChr67108814","Rene’ Christensen","O","blue","likes_t50",320
"JThulesen","J H Thulesen Dahl","O","blue","likes_t50",408
"flydtkjaer","Dennis Flydtkjær","O","blue","likes_t50",812
"MarieKrarup","Marie Krarup","O","blue","likes_t50",1671
"Hans_Kr_Skibby","Hans Kristian Skibby","O","blue","likes_t50",187
"MaiVilladsen","Mai Villadsen","EL","red","likes_t50",9037
"SorenEggeRasmus","Søren Egge Rasmussen","EL","red","likes_t50",792
"VictoriaV_EL","Victoria Velásquez","EL","red","likes_t50",1080
"EvaFlyvholm","Eva Flyvholm","EL","red","likes_t50",5514
"pederhvelplund","Peder Hvelplund","EL","red","likes_t50",1927
"ChristianJuhl2","Christian Juhl","EL","red","likes_t50",434
"RuneLundEL","Rune Lund","EL","red","likes_t50",2086
"PSkipperEL","Pernille Skipper","EL","red","likes_t50",2395
"JakobSoelvhoej","Jakob Sølvhøj","EL","red","likes_t50",1081
"RosaLundEl","Rosa Lund","EL","red","likes_t50",3256
"jonasholmdk","Jonas Holm 🇺🇦","Q","neutral","likes_t50",77
"jonasholmdk","Jonas Holm","Q","neutral","likes_t50",77
"AlexVanopslagh","Alex Vanopslagh","I","blue","likes_t50",6292
"SociologenHD","Henrik Dahl","I","blue","likes_t50",4926
"olebirkolesen","Ole Birk Olesen","I","blue","likes_t50",2495
"LBMathiesen","Lars Boje Mathiesen","D","blue","likes_t50",6078
"ThiesenMette","Mette Thiesen","D","blue","likes_t50",3826
"PernilleVermund","Pernille Vermund","D","blue","likes_t50",10372
"peter_seier","Peter Seier Christensen","D","blue","likes_t50",936
"FrkCallesen","Anne Sophie Callesen","B","red","likes_t50",558
"mariannejelved","Marianne Jelved","B","red","likes_t50",452
"SamiraNawa","Samira Nawa","B","red","likes_t50",2146
"rohde_jens","Jens Rohde","B","red","likes_t50",2776
"kronborgsusan","Susan Kronborg","B","red","likes_t50",2442
"martinlidegaard","Martin Lidegaard","B","red","likes_t50",2317
"KathrineOlldag","Kathrine Olldag","B","red","likes_t50",898
"sofiecn","Sofie Carsten Nielsen","B","red","likes_t50",1343
"a_steenberg","Andreas Steenberg","B","red","likes_t50",958
"rvthorholm","Christina Thorholm","B","red","likes_t50",86
"KatrineRobsoe","Katrine Robsøe","B","red","likes_t50",400
"rasmushelveg","Rasmus Helveg","B","red","likes_t50",340
"stinuslindgreen","Stinus Lindgreen","B","red","likes_t50",452
"zeniastampe","Zenia Stampe","B","red","likes_t50",2045
"LotteRod","Lotte Rod","B","red","likes_t50",515
"IdaAuken","Ida Auken","A","red","likes_t50",395
"Trinebramsen","Trine Bramsen","A","red","likes_t50",47
"BjBrandenborg","Bjørn Brandenborg","A","red","likes_t50",125
"bressendorff","Brian Bressendorff","A","red","likes_t50",71
"JeppeBruus","Jeppe Bruus","A","red","likes_t50",520
"KaareDybvad","Kaare Dybvad","A","red","likes_t50",1421
"BennyEngelbrech","Benny Engelbrecht","A","red","likes_t50",908
"CamFabricius","Camilla Fabricius","A","red","likes_t50",192
"MetteGjerskov","Mette Gjerskov","A","red","likes_t50",832
"AlexanderGrandt","Alexander Grandt","A","red","likes_t50",1084
"HavOrla","Orla Hav","A","red","likes_t50",164
"PHummelgaard","Peter Hummelgaard","A","red","likes_t50",1433
"MFThomasJensen","Thomas Jensen","A","red","likes_t50",79
"LahnLeif","Leif Lahn Jensen","A","red","likes_t50",223
"Jens_Joel","Jens Joel","A","red","likes_t50",268
"janjohansen16",NA,"A","red","likes_t50",NA
"DanJoergensen","Dan Jørgensen","A","red","likes_t50",246
"SandKjaer","Kasper Sand Kjær","A","red","likes_t50",670
"AndersKronborg","Anders Kronborg","A","red","likes_t50",332
"rasmushorn","Rasmus Horn Langhoff","A","red","likes_t50",282
"MalteLarsen","Malte Larsen","A","red","likes_t50",49
"LarssonTanja","Tanja Larsson","A","red","likes_t50",70
"Heunicke","Magnus Heunicke","A","red","likes_t50",2334
"RosenkrantzT","Rosenkrantz-Theil","A","red","likes_t50",568
"simonkollerup","Simon Kollerup","A","red","likes_t50",194
"MogensJensenS","Mogens Jensen","A","red","likes_t50",898
"AneHalsboe","Ane Halsboe","A","red","likes_t50",3880
"RabjergMadsen","Chr Rabjerg Madsen","A","red","likes_t50",1053
"mattiastesfaye","Mattias Tesfaye","A","red","likes_t50",844
"Astridkrag","Astrid Krag","A","red","likes_t50",491
"Bjarne_Laustsen",NA,"A","red","likes_t50",NA
"annette_lind","Annette Lind","A","red","likes_t50",327
"FlemmingMM","Flemming Møller Mortensen","A","red","likes_t50",177
"Henrikm86712011","Henrik møller","A","red","likes_t50",274
"Paulin_Anne","Anne Paulin","A","red","likes_t50",298
"Jesper_Pet","Jesper Petersen","A","red","likes_t50",642
"RasmusPrehn","Rasmus Prehn","A","red","likes_t50",1449
"lars_aslan","Lars Aslan","A","red","likes_t50",706
"RavnTroels","Troels Ravn","A","red","likes_t50",119
"KasperRoug","Kasper Roug","A","red","likes_t50",149
"JulieSkovsby","Julie Skovsby","A","red","likes_t50",3
"RStoklund","Rasmus Stoklund","A","red","likes_t50",1305
"birgitte_vind","Birgitte Vind","A","red","likes_t50",533
"NWammen","Nicolai Wammen","A","red","likes_t50",4104
